N,P,K,PointID,OC,pH,Clay,Silt,Sand
2.5,41.7,233.6,36703270,18.6,7.59,,,
2.0,24.7,173.2,36443286,16.6,6.46,,,
3.0,30.5,152.4,35143880,35.7,4.25,,,
3.5,18.4,84.3,35403888,36.2,4.34,,,
1.3,45.5,111.7,36843280,10.2,7.57,,,
1.5,16.7,63.5,37083262,10.3,6.38,,,
2.8,32.2,149.1,35643892,24.9,4.55,,,
1.9,21.9,186.6,36903268,15.2,7.67,,,
1.5,63.0,77.3,35423908,17.7,6.07,,,
1.6,20.8,100.0,37303262,13.6,7.68,,,
1.3,71.7,148.0,37423266,9.8,7.62,,,
2.4,18.6,213.4,36303280,20.0,7.65,,,
2.2,33.9,135.4,36243302,18.4,6.4,,,
1.9,29.4,133.9,36283290,15.4,5.42,,,
1.6,25.0,110.0,37003278,13.1,7.04,,,
5.7,70.4,563.0,35023494,61.4,6.15,,,
3.0,15.5,79.9,34763312,19.9,5.18,,,
3.9,33.8,239.2,33763344,30.6,5.26,,,
7.1,48.4,507.7,34143322,58.1,4.33,,,
2.7,87.4,501.7,34363338,24.5,6.68,,,
2.9,33.0,345.8,36243306,22.6,7.55,,,
3.5,26.2,106.0,35323916,39.8,5.94,,,
2.1,25.2,140.7,36523266,17.0,7.86,,,
2.6,31.0,179.7,36643290,21.8,7.16,,,
9.5,76.3,205.2,35103484,115.6,5.0,,,
5.3,17.2,155.9,34003734,45.5,5.11,,,
2.3,41.7,49.4,35243894,23.6,4.72,,,
2.4,51.7,61.3,35503892,24.7,5.5,,,
2.7,133.0,459.9,35383908,24.1,5.68,,,
2.9,75.8,47.1,35563912,35.4,5.25,,,
2.2,38.7,181.7,36463264,13.7,7.83,,,
4.5,73.1,136.4,36483268,37.5,7.42,,,
3.9,87.5,261.1,34783388,31.5,5.73,,,
1.6,21.2,99.3,36983268,13.5,7.73,,,
3.9,31.1,99.8,35943898,39.8,4.22,,,
2.8,54.4,111.7,35923866,29.1,5.67,,,
1.3,18.8,36.5,35403910,25.8,4.81,,,
1.7,56.3,21.1,35383912,17.1,6.01,,,
3.9,54.6,56.3,35923894,50.1,4.81,,,
1.6,89.2,164.4,34543374,12.1,6.24,,,
3.7,43.7,129.9,34763324,29.1,7.61,,,
3.8,97.6,434.1,35843882,43.4,6.48,,,
1.9,15.6,54.1,32483682,13.5,5.66,,,
4.5,112.7,168.2,33583642,61.1,5.95,,,
7.1,43.3,329.4,34603244,59.8,5.53,,,
4.0,37.7,244.6,35883904,42.9,4.52,,,
2.7,19.1,148.3,34603340,18.7,5.59,,,
3.9,25.4,75.4,34003176,34.6,6.25,,,
6.6,71.8,388.6,33903194,55.8,4.55,,,
2.5,51.6,205.3,33423196,18.5,4.93,,,
3.8,39.7,287.7,35023254,33.5,7.51,,,
2.0,54.0,160.8,34803270,18.5,7.54,,,
3.4,41.8,129.4,35083270,26.2,7.67,,,
8.5,85.4,235.8,32323638,127.3,5.11,,,
3.8,75.5,224.3,34743154,25.6,7.56,,,
5.0,29.4,181.7,35623306,46.4,7.18,,,
2.5,37.3,167.7,33343208,18.3,7.53,,,
5.7,33.2,436.4,34863262,55.7,5.53,,,
2.4,37.0,212.6,35923300,20.9,6.18,,,
4.0,43.2,477.6,35603292,35.0,6.29,,,
6.1,78.7,153.5,33863180,51.0,4.54,,,
4.9,108.3,523.3,34383196,42.0,6.49,,,
6.0,78.8,457.6,34443180,53.6,7.0,,,
4.9,67.7,207.0,36243184,50.9,5.17,,,
3.9,74.3,427.0,35423260,23.9,7.68,,,
3.8,16.7,146.3,35403244,37.1,7.52,,,
2.9,79.0,102.2,35883184,25.9,5.86,,,
2.8,28.6,127.7,35963184,40.9,4.91,,,
1.8,11.7,259.4,35643280,16.6,7.89,,,
2.5,61.2,136.3,35623288,22.9,6.7,,,
6.2,34.7,174.5,33903184,49.0,4.43,,,
3.5,78.5,139.5,36083178,28.2,4.95,,,
4.2,25.0,138.1,34643142,41.6,5.2,,,
1.4,9.6,77.1,36323188,19.0,4.28,,,
2.1,8.5,128.2,35703234,17.7,6.27,,,
6.2,8.7,201.9,35763280,55.7,6.48,,,
3.6,30.8,233.5,35583280,31.3,7.34,,,
2.6,31.3,255.6,36063302,21.1,7.66,,,
3.6,63.5,386.1,35083176,33.7,7.69,,,
2.9,40.1,137.1,35663294,31.9,7.56,,,
6.3,100.0,155.3,33363162,50.1,4.33,,,
2.8,36.1,139.8,34963172,31.1,7.84,,,
4.2,37.8,283.2,35763160,38.3,5.72,,,
5.4,54.8,477.1,34303224,56.5,6.98,,,
5.4,59.0,136.3,35843162,41.3,5.93,,,
6.5,61.8,156.0,32823158,47.9,4.67,,,
7.6,116.2,503.5,35603148,54.1,7.39,,,
9.9,144.9,309.0,33543148,133.6,4.45,,,
4.1,32.0,129.5,35703180,42.8,5.16,,,
3.3,13.4,67.6,33403170,24.2,6.71,,,
2.3,56.3,49.9,34043708,27.6,5.34,,,
5.7,98.8,129.1,34463700,73.9,4.67,,,
2.2,100.1,78.8,32403676,28.2,4.65,,,
16.8,64.1,344.3,32843664,162.2,4.35,,,
3.6,26.2,73.2,34743334,28.4,5.04,,,
6.1,95.3,358.4,33063178,50.7,4.58,,,
10.7,116.2,267.2,34943222,96.0,7.09,,,
2.3,36.7,204.9,35303270,22.2,7.78,,,
3.4,51.3,177.4,34903198,25.3,7.69,,,
3.1,38.8,199.9,34763234,24.3,7.28,,,
4.0,37.6,279.8,34783226,33.2,7.2,,,
7.0,31.5,374.5,34803216,66.7,7.4,,,
2.4,43.5,300.4,34823214,22.7,7.55,,,
1.6,23.3,130.9,35743156,14.1,6.53,,,
5.3,76.0,254.3,35183196,41.8,7.31,,,
3.6,73.3,197.9,34763180,19.4,7.64,,,
2.9,35.6,80.7,34863232,33.8,6.61,,,
9.0,95.0,687.9,34983220,80.3,7.08,,,
3.7,78.0,206.0,34983216,30.3,6.81,,,
7.0,73.6,148.0,34983212,69.2,7.31,,,
3.4,46.9,221.1,35703144,35.5,7.67,,,
6.0,20.8,111.5,35743146,54.5,6.5,,,
2.6,25.3,164.6,35163202,26.8,7.74,,,
3.0,13.0,74.2,36163144,30.7,5.38,,,
4.0,35.5,273.6,35723664,36.7,4.64,,,
2.2,46.7,288.5,36523204,18.8,6.63,,,
1.6,125.8,110.9,36723244,15.3,7.5,,,
2.3,26.5,118.6,36643264,20.3,7.58,,,
1.3,26.4,96.8,36703230,10.7,7.36,,,
2.3,28.0,45.6,36303142,23.2,5.63,,,
3.4,16.6,175.8,36043154,39.5,4.8,,,
2.2,12.7,87.8,36203144,30.0,3.86,,,
2.5,9.0,142.1,36543136,26.4,4.86,,,
1.9,23.7,126.0,36783234,21.4,6.28,,,
1.3,29.4,153.6,36803232,11.3,6.18,,,
2.1,50.1,341.3,36963230,19.5,6.38,,,
2.7,67.3,659.8,36943226,25.5,7.69,,,
3.9,21.6,129.1,36183172,41.3,5.8,,,
5.4,40.7,250.6,35423256,47.7,7.34,,,
2.3,29.1,177.8,36243140,20.2,6.17,,,
1.8,20.6,58.0,36383162,14.3,6.25,,,
4.4,93.3,164.9,34983518,45.1,4.08,,,
7.6,73.8,217.3,35243512,101.1,5.78,,,
7.1,94.8,249.6,35403496,73.8,4.7,,,
8.3,69.7,267.3,35483540,78.4,4.8,,,
2.9,54.9,70.1,35163428,30.6,4.62,,,
1.6,40.4,163.9,37023172,14.0,6.45,,,
3.0,38.2,402.8,36603202,24.4,7.0,,,
2.2,42.9,50.5,36463156,34.0,4.37,,,
7.1,133.0,365.4,34563412,80.3,5.84,,,
5.7,34.2,146.6,36183136,58.3,7.18,,,
7.2,21.0,92.6,36143134,72.9,7.62,,,
2.8,30.7,136.5,36543196,30.7,5.65,,,
2.0,37.1,97.3,35983158,13.7,7.69,,,
3.2,25.7,207.5,36063148,32.1,6.41,,,
4.3,54.1,151.1,36023158,44.5,5.22,,,
2.8,18.0,110.2,36563158,27.9,7.12,,,
1.7,33.6,161.0,35243206,14.7,6.75,,,
2.0,19.0,101.7,36563144,15.5,6.83,,,
6.2,39.8,175.5,35943514,101.8,3.86,,,
3.1,84.1,513.7,35663464,50.9,6.58,,,
7.1,66.7,205.8,33003590,65.9,4.48,,,
2.4,69.3,267.5,35483252,22.3,7.43,,,
1.8,36.4,241.0,36543496,15.9,6.23,,,
2.1,40.1,199.1,35263212,21.6,7.1,,,
3.6,20.7,157.1,36463506,31.6,6.62,,,
4.1,63.6,506.6,35263216,42.2,7.56,,,
2.4,69.3,315.7,35523212,21.3,6.87,,,
2.6,37.7,192.0,35203228,25.3,6.52,,,
2.0,37.0,265.6,35243260,20.6,6.96,,,
6.9,16.7,270.5,35283268,63.6,6.95,,,
4.6,45.2,173.7,32183638,41.0,4.11,,,
2.1,21.7,89.5,35483248,15.7,6.4,,,
1.3,62.5,181.1,36063410,11.3,6.9,,,
3.1,26.3,110.9,35663582,28.1,4.44,,,
5.4,22.7,313.8,35263590,54.0,4.36,,,
1.9,15.1,35.2,36423518,17.4,5.08,,,
2.0,20.9,51.5,35883410,31.1,4.26,,,
5.4,25.2,184.5,34163368,46.0,4.31,,,
7.0,106.8,682.2,34943576,59.1,4.5,,,
1.9,41.3,142.8,35903466,21.0,6.1,,,
2.9,24.2,82.2,34443360,20.6,4.9,,,
4.4,17.6,273.0,35383278,42.2,6.0,,,
3.5,100.3,121.4,36043406,30.6,5.54,,,
2.1,81.6,98.2,36143494,17.6,7.74,,,
2.6,14.4,105.8,35843464,32.4,7.66,,,
2.4,11.8,47.3,36203504,21.3,6.34,,,
1.9,44.6,263.3,36443502,14.7,7.58,,,
2.6,30.7,375.9,35943520,23.5,6.4,,,
4.9,140.9,578.6,34683610,43.0,4.45,,,
5.1,35.5,67.7,33283306,51.8,4.68,,,
5.9,50.3,135.9,35503478,65.6,4.87,,,
3.8,13.1,109.3,35743470,37.6,5.14,,,
1.8,35.6,115.4,35743480,27.8,7.51,,,
1.3,42.2,66.3,34903356,11.9,6.26,,,
3.3,23.4,112.2,34683322,24.3,5.25,,,
4.3,57.1,183.4,32583640,54.3,5.46,,,
7.3,64.0,261.2,33323302,83.8,5.22,,,
3.2,28.2,86.9,34003626,32.4,5.37,,,
4.8,17.2,83.2,33483304,37.0,4.61,,,
4.3,30.6,72.5,33543324,37.3,5.17,,,
3.6,19.4,55.7,33663304,26.9,5.34,,,
4.2,14.0,82.0,33723302,34.7,4.36,,,
6.4,33.7,200.3,33383286,56.0,4.45,,,
10.3,38.0,439.1,33283288,118.7,5.6,,,
4.1,22.0,67.9,33803256,43.2,4.38,,,
2.8,60.4,99.7,35363754,30.2,5.76,,,
3.0,56.1,137.5,36123892,37.6,5.69,,,
2.7,61.6,400.0,36063896,32.7,5.54,,,
7.4,33.9,134.5,35323808,87.8,4.73,,,
2.9,85.5,259.8,35263752,31.1,5.17,,,
1.3,25.0,94.0,35303770,10.8,5.43,,,
5.2,66.2,108.3,35123762,60.9,5.08,,,
5.8,81.1,80.4,35583996,64.2,5.19,,,
6.6,43.8,118.5,33543720,105.7,4.09,,,
4.3,28.8,103.8,34983630,64.4,5.22,,,
1.8,53.8,88.4,35043748,20.4,5.44,,,
3.6,36.3,96.9,34763752,37.7,4.37,,,
2.2,102.0,191.4,35023794,20.4,5.22,,,
5.8,48.4,162.8,35063818,74.9,4.07,,,
4.5,46.9,140.7,34983796,48.3,4.88,,,
3.3,30.4,77.8,34123282,24.5,5.71,,,
2.5,42.7,111.2,34703742,23.8,5.73,,,
3.8,75.0,497.2,34443364,28.3,4.88,,,
2.4,48.8,56.4,32863282,28.1,4.61,,,
1.2,69.2,72.7,37223256,9.5,6.76,,,
1.2,51.1,78.3,37143234,10.0,6.36,,,
1.9,25.9,89.9,36703252,17.6,7.66,,,
5.3,14.4,109.3,33923916,96.9,4.69,,,
4.3,36.0,98.0,35524004,54.1,5.64,,,
0.6,36.1,159.2,37323248,4.3,6.63,,,
2.2,43.7,53.2,34723392,22.3,6.48,,,
0.9,74.1,112.2,37083244,8.4,7.68,,,
5.0,100.3,581.9,34223366,44.1,4.67,,,
5.9,26.0,146.7,32863614,55.1,6.25,,,
6.0,96.4,496.0,32783608,52.7,5.0,,,
2.2,21.9,119.3,33263602,18.5,6.5,,,
5.2,20.5,99.9,34083324,59.1,4.2,,,
2.0,21.7,124.1,34663272,15.7,5.26,,,
4.8,76.0,112.8,34583356,44.0,4.81,,,
3.6,32.0,104.7,34443266,27.2,4.78,,,
4.1,20.0,122.4,35443846,49.0,5.29,,,
2.8,22.6,73.7,33983292,22.0,5.42,,,
5.8,56.1,144.5,33943296,48.6,4.25,,,
2.9,39.8,54.5,33983296,21.6,4.84,,,
3.4,48.8,216.6,34143312,24.8,6.79,,,
3.4,16.5,72.1,34123300,24.9,5.04,,,
0.7,51.0,133.1,37343250,4.2,7.87,,,
3.5,35.1,164.3,34303314,26.8,4.68,,,
4.7,31.9,459.5,32903296,39.4,4.49,,,
1.7,15.3,37.7,34403276,14.0,5.24,,,
3.0,24.0,86.5,34303282,25.6,4.34,,,
1.8,13.3,41.7,34263274,15.0,5.43,,,
3.4,25.4,79.9,33923286,28.0,5.24,,,
2.1,68.6,87.5,36843250,20.6,7.15,,,
1.6,31.7,94.9,36803250,13.2,7.42,,,
4.1,25.9,70.1,33783304,30.9,4.55,,,
2.1,112.6,160.9,36863314,19.5,7.57,,,
1.9,30.2,126.8,37443286,16.0,7.59,,,
2.5,38.8,304.4,35983360,22.2,7.14,,,
1.7,39.3,36.9,36883306,24.8,3.93,,,
2.4,48.6,235.4,35883324,20.8,6.58,,,
2.6,15.8,100.9,35923318,20.1,7.3,,,
3.3,12.5,137.4,35963314,30.1,6.54,,,
2.3,23.8,77.8,35763334,20.4,7.07,,,
2.5,49.7,177.6,36283332,21.3,7.66,,,
2.6,29.0,171.0,35943316,22.4,7.68,,,
2.5,25.0,145.2,35543358,21.8,6.94,,,
1.2,29.8,76.9,37223332,10.0,6.92,,,
1.1,34.2,68.6,37323324,8.7,6.75,,,
1.2,44.7,73.5,37443334,9.8,6.96,,,
1.9,137.6,487.2,37543326,16.0,6.78,,,
2.3,54.1,205.2,35383786,22.3,5.38,,,
4.3,45.8,141.9,34843422,40.0,5.37,,,
3.3,44.7,73.1,32163640,26.2,4.3,,,
6.9,112.5,256.9,32083622,71.5,4.81,,,
3.9,32.9,207.0,32543634,35.3,4.85,,,
4.0,60.7,124.1,32463644,39.8,5.99,,,
4.3,126.4,556.0,32603626,49.2,4.94,,,
5.1,49.2,82.3,32463616,83.4,5.05,,,
3.8,106.4,253.6,35883360,48.9,6.67,,,
4.1,67.3,204.2,34763438,42.8,5.75,,,
1.3,31.1,117.3,37623298,10.9,4.88,,,
12.9,46.3,425.2,34083428,285.5,4.28,,,
5.3,59.8,409.8,34523404,46.0,4.7,,,
4.0,32.0,190.1,36103368,34.3,7.54,,,
3.9,48.1,290.5,36283380,37.4,7.54,,,
3.5,39.8,151.8,36103326,31.5,7.1,,,
2.4,50.1,171.3,34923442,30.3,5.83,,,
3.0,28.1,84.8,34903792,31.9,4.98,,,
1.0,34.5,115.9,37103342,7.7,6.3,,,
4.5,16.0,213.1,35103646,48.8,5.46,,,
2.1,30.5,232.0,34983770,19.6,5.31,,,
0.5,12.4,75.2,34803778,2.7,5.5,,,
3.4,43.2,74.5,34623778,33.5,4.92,,,
3.6,86.3,204.3,35023768,35.1,4.52,,,
5.6,145.5,320.5,34663638,55.9,5.56,,,
2.4,64.8,113.0,34923790,21.7,5.11,,,
3.6,56.3,215.2,34583636,39.4,6.47,,,
5.6,150.3,459.3,35783904,52.7,4.79,,,
6.7,95.7,256.2,35743902,77.8,5.13,,,
5.8,69.6,136.4,35723898,66.1,4.25,,,
2.2,40.7,179.7,35863892,22.3,5.39,,,
2.0,71.6,226.4,35823892,16.4,6.11,,,
2.1,47.4,215.1,34963784,20.4,5.69,,,
5.7,135.5,137.9,34503646,59.8,6.05,,,
2.0,22.2,110.7,35723556,19.3,6.48,,,
2.9,29.8,100.7,35323658,26.9,5.74,,,
2.1,38.4,134.4,35303666,19.8,6.36,,,
4.5,19.9,94.5,35383696,40.5,5.95,,,
1.9,19.8,136.4,35483690,17.0,5.7,,,
1.9,71.2,108.3,35343680,16.9,6.28,,,
5.6,19.5,129.9,35043664,68.1,4.37,,,
4.6,54.8,91.8,34523652,56.0,5.94,,,
3.5,20.7,81.3,35483842,56.1,4.04,,,
3.9,22.0,90.3,34403672,49.4,5.43,,,
5.9,42.1,105.8,34443652,58.2,5.71,,,
5.3,66.1,271.5,34443626,46.6,5.27,,,
4.5,60.9,119.9,34803626,56.3,5.19,,,
12.3,41.0,101.5,34423622,182.1,5.45,,,
3.3,37.9,78.2,35343670,27.5,6.2,,,
4.8,56.2,113.6,35043424,46.5,4.31,,,
2.5,25.8,157.5,35083522,19.6,5.86,,,
2.6,42.2,330.5,36583442,25.0,7.7,,,
2.7,27.8,191.2,36123280,25.5,6.97,,,
2.6,30.5,116.0,36323260,22.4,7.62,,,
2.2,18.1,252.4,36283272,17.6,7.66,,,
2.4,38.2,217.5,35903250,19.8,7.09,,,
2.8,19.0,72.3,35923246,26.9,7.62,,,
4.5,50.6,128.3,35403172,37.6,7.58,,,
1.5,26.1,121.5,36483460,16.4,6.88,,,
1.2,109.9,69.4,36043262,10.3,5.21,,,
3.3,17.8,417.6,36283440,32.6,7.6,,,
1.4,71.9,136.2,36323440,11.0,7.58,,,
3.4,23.0,199.2,36183478,29.3,7.46,,,
4.8,16.9,182.8,36203536,42.5,5.43,,,
1.9,41.4,154.2,36543448,18.2,7.32,,,
2.4,44.5,241.6,36663442,22.2,7.27,,,
2.7,21.8,124.8,36523464,23.9,7.28,,,
2.3,22.8,277.4,36123250,19.1,4.68,,,
2.3,23.5,262.0,35863280,15.5,7.65,,,
2.4,12.8,110.6,35643268,20.4,6.99,,,
3.1,38.5,147.0,35283208,30.1,6.79,,,
4.9,31.5,233.6,36363232,44.5,7.43,,,
3.2,20.6,183.4,35843222,33.1,6.0,,,
1.6,88.4,79.1,36103224,15.8,6.36,,,
4.1,56.5,385.3,36383240,70.2,5.62,,,
1.6,62.0,129.5,36243238,14.3,5.49,,,
3.1,67.9,337.6,36263250,24.5,7.39,,,
2.4,13.8,63.0,35883220,29.4,4.1,,,
3.4,25.0,493.3,36063288,17.4,7.39,,,
3.1,28.6,128.9,35923260,27.3,7.35,,,
2.3,30.7,74.6,35883234,22.6,5.81,,,
3.3,15.0,84.5,35943240,45.8,3.85,,,
1.5,25.7,80.5,36363484,15.5,6.72,,,
2.5,37.7,309.0,36163230,23.9,6.4,,,
8.7,95.3,628.3,34683178,79.8,4.57,,,
1.8,51.4,126.2,36463488,15.0,6.77,,,
2.2,23.9,149.3,35523180,17.7,5.08,,,
3.5,52.3,238.0,35323178,28.4,6.44,,,
3.9,51.6,270.5,35263176,31.9,7.3,,,
2.5,56.7,101.7,35483168,18.8,5.12,,,
3.0,41.7,212.7,34663182,19.8,7.56,,,
2.9,43.1,120.7,35643586,34.5,5.64,,,
6.9,17.7,211.0,34723194,75.4,6.62,,,
5.0,64.3,118.2,35483636,48.3,4.12,,,
3.8,62.2,276.6,35163184,32.9,7.52,,,
1.7,22.1,123.7,35583190,13.6,6.68,,,
0.6,4.4,21.2,35703184,6.2,7.09,,,
2.4,74.0,339.7,35523148,21.4,5.67,,,
3.5,129.8,259.0,34923160,39.1,6.63,,,
3.1,43.8,150.6,34723198,27.2,7.05,,,
2.1,11.3,63.0,35743606,27.1,5.9,,,
4.8,41.6,185.6,34763158,35.0,7.67,,,
2.3,33.1,106.2,36383486,18.1,7.72,,,
3.2,48.0,204.2,36303484,22.8,7.65,,,
2.4,34.4,222.0,36223478,19.0,7.78,,,
5.8,15.5,160.3,36243486,52.3,6.61,,,
2.9,57.6,124.7,36323490,30.0,7.02,,,
2.3,51.3,155.1,35243188,17.7,6.53,,,
5.2,105.1,478.0,36323512,46.2,4.7,,,
1.8,36.6,103.8,36323472,14.9,6.06,,,
3.9,27.3,169.2,35563624,32.5,4.52,,,
7.1,24.3,61.3,35583622,67.3,6.83,,,
3.0,15.1,94.7,35663630,36.0,5.47,,,
4.3,28.7,42.3,35523634,37.9,4.62,,,
4.0,25.3,114.2,35563620,40.4,4.01,,,
3.6,19.6,63.9,35523608,29.0,4.5,,,
2.7,10.2,262.9,36243454,25.3,7.59,,,
3.1,102.4,191.5,35623198,33.0,6.05,,,
2.9,81.2,275.8,34523184,26.2,5.73,,,
1.1,23.8,52.7,34563142,8.2,7.23,,,
2.2,46.7,240.0,34243172,17.8,5.4,,,
2.7,96.0,229.5,34303174,25.3,7.41,,,
1.9,38.7,138.9,34323172,12.9,5.21,,,
3.2,111.4,427.8,34523152,26.8,6.42,,,
6.1,137.8,351.7,34363158,49.3,7.17,,,
2.4,31.3,278.4,34863168,19.6,7.75,,,
4.6,70.2,105.9,34583132,33.0,7.5,,,
2.4,48.6,229.1,35743236,19.2,7.14,,,
3.0,31.7,57.5,35203692,29.6,6.22,,,
2.3,29.7,260.1,35383678,20.9,5.76,,,
5.6,39.0,248.5,34983670,66.0,5.68,,,
2.4,25.0,45.2,35283658,27.4,5.22,,,
3.1,15.2,117.4,35043636,30.5,5.14,,,
23.3,98.9,208.5,34943140,205.4,6.64,,,
5.5,60.8,321.6,34803688,53.6,5.82,,,
4.4,24.0,152.1,35483702,42.4,5.34,,,
1.6,33.5,108.8,35643700,14.9,6.67,,,
2.0,38.7,220.1,35303690,17.3,5.6,,,
3.7,30.3,100.7,33723756,37.1,5.84,,,
5.1,106.8,789.6,34503730,56.7,4.73,,,
3.2,19.1,148.8,34523724,58.3,6.81,,,
7.4,56.4,142.5,34263720,81.4,4.67,,,
3.9,12.3,68.4,35183700,36.5,5.83,,,
7.5,74.2,363.0,34603172,64.4,5.62,,,
1.6,89.9,201.6,35943406,14.9,6.25,,,
1.5,20.7,97.1,35843474,12.3,6.4,,,
2.1,53.3,336.9,36083448,21.1,7.79,,,
1.7,20.8,129.1,36083430,17.4,6.28,,,
2.9,42.1,50.4,35883900,30.3,4.78,,,
1.4,57.0,155.4,34103196,11.2,5.94,,,
5.1,24.4,436.1,35403664,53.0,5.98,,,
1.9,21.5,77.3,34143196,14.7,5.55,,,
6.8,40.8,210.5,35403654,65.2,6.09,,,
2.5,22.6,151.5,34243154,20.5,5.93,,,
3.6,61.0,207.1,34223158,31.4,5.76,,,
1.0,30.2,86.8,34463142,10.9,8.06,,,
3.8,41.0,151.1,34563154,33.8,6.71,,,
3.5,28.7,101.5,34483164,27.8,5.43,,,
7.6,37.8,269.8,34123728,72.3,4.2,,,
5.7,43.6,275.1,34183180,49.0,5.58,,,
2.0,37.0,77.5,35763826,20.7,6.87,,,
3.9,51.7,427.8,34623698,45.1,5.14,,,
2.4,51.0,130.4,35223784,30.2,6.18,,,
1.8,64.3,99.1,35503802,19.8,5.33,,,
2.5,66.8,167.8,35523792,27.1,5.27,,,
1.8,109.6,135.3,35603814,21.4,5.48,,,
1.7,73.8,142.2,35243800,15.1,6.31,,,
2.3,39.8,219.7,35603818,26.0,5.79,,,
5.9,40.8,191.9,34623756,61.3,3.92,,,
2.7,74.1,185.5,35583798,29.4,5.42,,,
3.5,58.5,280.1,35883864,43.1,5.47,,,
2.6,85.1,50.0,35563840,30.1,5.25,,,
6.1,49.0,131.0,35523846,79.6,4.29,,,
6.3,158.6,435.3,34843498,63.0,6.89,,,
4.0,88.5,287.4,34823484,45.6,4.75,,,
3.0,29.9,135.0,34583756,31.0,5.09,,,
3.3,50.1,122.5,34763726,35.8,6.26,,,
3.1,46.8,433.2,36663376,30.1,7.77,,,
2.6,23.5,48.7,34863730,46.4,5.5,,,
2.5,61.9,169.6,34863726,33.4,5.94,,,
3.9,23.5,207.3,35043708,41.0,4.46,,,
3.5,16.0,101.5,35023710,36.7,4.54,,,
5.6,14.9,185.8,35163706,67.8,5.84,,,
2.2,41.7,145.8,35303810,20.3,5.11,,,
3.6,72.6,75.3,34703728,55.4,4.61,,,
3.8,61.8,142.6,34623706,33.2,5.37,,,
3.4,67.8,137.9,34763716,33.8,4.34,,,
4.0,86.0,225.9,34783712,42.0,5.53,,,
2.0,70.1,267.6,35223718,20.9,6.99,,,
1.7,32.4,110.5,35303726,17.1,5.77,,,
2.4,31.7,97.3,35343720,23.5,5.11,,,
2.4,30.9,104.6,35343806,42.3,4.05,,,
5.1,28.2,97.9,34703724,88.7,5.11,,,
3.1,54.6,545.2,35943538,29.4,5.65,,,
6.9,40.4,147.5,35603400,61.8,4.9,,,
4.1,30.2,136.2,35283370,34.2,6.62,,,
3.2,22.5,180.9,35983446,27.3,5.77,,,
3.2,105.7,296.4,35783418,41.2,7.07,,,
3.1,67.8,349.1,35843492,25.1,6.43,,,
4.1,149.8,668.7,35563422,41.6,5.74,,,
2.8,32.6,101.2,35083360,26.6,5.65,,,
8.5,35.2,71.8,35523504,98.2,6.49,,,
1.3,39.3,117.2,34903338,9.8,6.54,,,
2.3,53.7,165.9,35783494,21.6,7.51,,,
1.8,59.5,240.4,35883508,16.5,7.22,,,
4.9,167.8,643.1,35623522,44.2,6.61,,,
3.1,151.7,782.3,35583550,31.9,5.29,,,
3.8,19.8,75.1,35503514,41.1,7.16,,,
2.9,14.0,241.8,36503368,31.7,7.47,,,
8.3,168.3,573.0,35563488,94.9,4.55,,,
4.3,52.2,220.0,34983284,32.9,7.53,,,
2.0,52.3,142.8,34763198,20.5,7.78,,,
2.2,69.5,112.5,34783172,21.4,6.79,,,
5.6,28.8,160.5,35523198,60.9,6.07,,,
3.3,28.5,135.4,35183304,30.8,6.46,,,
2.5,22.9,272.3,35423292,22.3,7.58,,,
1.9,36.0,200.3,35423346,15.4,7.38,,,
3.0,29.4,159.6,35063274,25.5,6.09,,,
5.8,51.9,192.3,34803284,57.8,6.5,,,
3.0,18.0,52.5,35703490,27.3,4.26,,,
2.0,76.5,328.6,34943288,17.4,7.12,,,
4.9,22.9,301.1,34843296,49.4,6.23,,,
2.0,36.1,258.4,34743298,16.8,5.88,,,
5.1,138.0,1055.8,34483296,44.0,6.68,,,
2.0,78.9,186.9,34663314,14.9,6.21,,,
1.3,56.0,129.1,34883350,11.2,6.8,,,
4.8,42.2,136.1,35303276,41.7,6.65,,,
3.6,27.7,377.2,36143346,29.7,7.58,,,
3.1,27.1,137.8,35663410,34.6,6.69,,,
3.3,69.0,209.6,36703150,28.0,5.93,,,
5.9,38.8,585.0,36343338,60.2,6.57,,,
2.1,32.9,121.7,36523392,24.3,7.75,,,
2.3,19.9,242.2,36323400,20.8,7.46,,,
4.7,15.4,216.4,36323404,43.5,5.77,,,
6.3,18.6,364.3,36503238,60.8,5.7,,,
2.7,36.5,245.7,36263340,22.8,7.73,,,
7.0,44.2,198.4,36663142,66.2,5.94,,,
3.2,12.9,141.9,36123358,25.1,7.63,,,
1.2,42.4,174.0,36463404,11.7,6.37,,,
2.8,28.2,130.5,36703392,22.9,6.8,,,
2.3,61.7,200.8,36723394,19.7,6.2,,,
2.5,28.5,330.8,36763388,22.0,7.74,,,
1.6,8.5,63.0,36423396,13.0,7.84,,,
4.7,42.6,245.3,36443178,39.3,7.26,,,
5.1,94.0,510.7,35703536,56.5,6.12,,,
4.1,116.2,397.7,35663500,33.4,4.92,,,
1.8,101.5,190.0,36603158,17.2,7.18,,,
3.4,14.1,98.0,36303160,29.7,5.45,,,
2.2,14.6,192.3,36903154,20.6,6.84,,,
2.6,31.8,99.4,37143158,25.2,5.77,,,
2.7,17.2,85.4,36823152,22.4,5.82,,,
3.0,50.4,275.0,36503184,26.8,4.69,,,
1.6,38.8,116.5,36523374,14.4,7.84,,,
5.2,92.1,129.3,36303168,44.7,5.3,,,
1.9,33.7,116.9,36763172,16.7,6.25,,,
